guide	gene	DMSO_D12	DMSO_D6	D0_D0	Resveratrol_D12
chr9:72356704-72356723_PTAR1_+	PTAR1	147	329	574	613
chr9:72338468-72338487_PTAR1_+	PTAR1	181	578	393	866
chr9:72333416-72333435_PTAR1_-	PTAR1	427	953	564	1028
chr19:799414-799433_PTBP1_+	PTBP1	1389	1441	957	1506
chr19:804165-804184_PTBP1_-	PTBP1	783	1084	638	480
chr19:804332-804351_PTBP1_-	PTBP1	48	780	1361	470
chr19:804869-804888_PTBP1_-	PTBP1	1452	1445	1206	3335
chr1:97189111-97189130_PTBP2_+	PTBP2	1554	966	605	2109
chr1:97243140-97243159_PTBP2_-	PTBP2	1483	820	1177	2268
chr1:97250773-97250792_PTBP2_+	PTBP2	1657	925	893	628
chr1:97270379-97270398_PTBP2_-	PTBP2	1287	1272	666	383
chr9:115038233-115038252_PTBP3_+	PTBP3	1608	788	1114	2710
chr9:115024818-115024837_PTBP3_-	PTBP3	636	743	505	38
chr9:115014982-115015001_PTBP3_+	PTBP3	739	1365	1487	1788
chr9:115013242-115013261_PTBP3_+	PTBP3	1235	1262	554	430
chr5:71616330-71616349_PTCD2_-	PTCD2	1822	1419	916	1357
chr5:71627163-71627182_PTCD2_+	PTCD2	1568	858	439	679
chr5:71634485-71634504_PTCD2_+	PTCD2	1391	988	541	200
chr5:71654212-71654231_PTCD2_-	PTCD2	509	949	950	457
chr2:86333406-86333425_PTCD3_-	PTCD3	480	705	455	151
chr2:86335482-86335501_PTCD3_+	PTCD3	1007	1384	1314	1034
chr2:86343660-86343679_PTCD3_-	PTCD3	753	1378	926	1279
chr2:86344186-86344205_PTCD3_+	PTCD3	350	456	688	0
chr9:98270446-98270465_PTCH1_+	PTCH1	503	621	463	803
chr9:98268707-98268726_PTCH1_-	PTCH1	883	1203	366	2642
chr9:98244214-98244233_PTCH1_+	PTCH1	301	243	651	0
chr9:98242852-98242871_PTCH1_-	PTCH1	280	488	507	1038
chr1:45307559-45307578_PTCH2_+	PTCH2	2665	1871	1279	2396
chr1:45297978-45297997_PTCH2_-	PTCH2	1394	1508	833	614
chr1:45297396-45297415_PTCH2_-	PTCH2	660	887	968	171
chr1:45296609-45296628_PTCH2_-	PTCH2	613	619	313	936
chrX:23353061-23353080_PTCHD1_+	PTCHD1	715	741	1149	223
chrX:23353102-23353121_PTCHD1_-	PTCHD1	521	636	581	118
chrX:23398248-23398267_PTCHD1_-	PTCHD1	1658	1914	1079	1382
chrX:23411662-23411681_PTCHD1_-	PTCHD1	1111	1186	826	1023
chr1:11561766-11561785_PTCHD2_-	DISP3	604	513	599	3689
chr1:11562880-11562899_PTCHD2_-	DISP3	1387	1870	1035	582
chr1:11574448-11574467_PTCHD2_+	DISP3	1125	1508	1092	1779
chr1:11575540-11575559_PTCHD2_-	DISP3	940	925	701	741
chr10:27703150-27703169_PTCHD3_-	PTCHD3	1530	1674	1062	1125
chr10:27703173-27703192_PTCHD3_-	PTCHD3	1854	1793	854	2955
chr10:27703174-27703193_PTCHD3_-	PTCHD3	643	1036	1418	1697
chr10:27688024-27688043_PTCHD3_+	PTCHD3	1864	2010	1424	1503
chr6:48036206-48036225_PTCHD4_+	PTCHD4	243	314	901	82
chr6:48036277-48036296_PTCHD4_+	PTCHD4	2194	2179	2071	1862
chr6:47976380-47976399_PTCHD4_+	PTCHD4	920	842	954	803
chr6:47846514-47846533_PTCHD4_+	PTCHD4	733	947	856	1943
chr6:42883843-42883862_PTCRA_-	PTCRA	898	789	1287	1829
chr6:42883844-42883863_PTCRA_+	PTCRA	176	410	256	602
chr6:42890888-42890907_PTCRA_-	PTCRA	213	590	631	440
chr6:42893355-42893374_PTCRA_-	PTCRA	1105	1363	618	1451
chr8:97274417-97274436_PTDSS1_-	PTDSS1	281	838	590	954
chr8:97299338-97299357_PTDSS1_+	PTDSS1	395	1478	1076	730
chr8:97307357-97307376_PTDSS1_-	PTDSS1	347	515	603	396
chr8:97312040-97312059_PTDSS1_+	PTDSS1	44	915	863	913
chr11:450442-450461_PTDSS2_+	PTDSS2	63	226	279	126
chr11:460244-460263_PTDSS2_+	PTDSS2	875	809	957	1325
chr11:486996-487015_PTDSS2_+	PTDSS2	1360	2217	1741	2559
chr11:487444-487463_PTDSS2_-	PTDSS2	868	892	1362	1761
chr10:89690825-89690844_PTEN_+	PTEN	127	235	912	80
chr10:89692805-89692824_PTEN_-	PTEN	1394	1228	1118	1670
chr10:89711934-89711953_PTEN_+	PTEN	201	747	562	379
chr10:89717655-89717674_PTEN_+	PTEN	874	1239	1470	802
chr10:16526507-16526526_PTER_-	PTER	1725	2049	910	2519
chr10:16526685-16526704_PTER_-	PTER	730	855	737	807
chr10:16528390-16528409_PTER_+	PTER	471	821	1066	716
chr10:16528490-16528509_PTER_-	PTER	1014	1289	531	1766
chr10:23481605-23481624_PTF1A_-	PTF1A	1865	1015	500	704
chr10:23481727-23481746_PTF1A_+	PTF1A	330	512	537	1559
chr10:23481843-23481862_PTF1A_+	PTF1A	420	884	251	167
chr10:23482675-23482694_PTF1A_+	PTF1A	1525	1289	552	669
chr11:60620425-60620444_PTGDR2_+	PTGDR2	191	281	649	540
chr11:60620624-60620643_PTGDR2_-	PTGDR2	2276	1815	899	1534
chr11:60620757-60620776_PTGDR2_-	PTGDR2	604	442	262	447
chr11:60620763-60620782_PTGDR2_-	PTGDR2	235	483	311	404
chr14:52734757-52734776_PTGDR_+	PTGDR	374	778	1746	1020
chr14:52734909-52734928_PTGDR_-	PTGDR	71	627	1227	157
chr14:52735173-52735192_PTGDR_-	PTGDR	601	302	1176	65
chr14:52741520-52741539_PTGDR_-	PTGDR	1584	1036	1255	1028
chr9:139872054-139872073_PTGDS_+	PTGDS	2192	1290	902	1386
chr9:139873542-139873561_PTGDS_-	PTGDS	364	644	637	362
chr9:139873697-139873716_PTGDS_+	PTGDS	1232	998	1041	814
chr9:139874483-139874502_PTGDS_-	PTGDS	2751	1913	1090	1538
chr19:14584832-14584851_PTGER1_-	PTGER1	372	520	510	378
chr19:14585005-14585024_PTGER1_+	PTGER1	2123	1902	753	406
chr19:14583591-14583610_PTGER1_-	PTGER1	431	591	851	528
chr19:14583600-14583619_PTGER1_+	PTGER1	440	914	455	280
chr14:52781635-52781654_PTGER2_+	PTGER2	1168	1076	573	554
chr14:52781655-52781674_PTGER2_-	PTGER2	256	598	372	2192
chr14:52782019-52782038_PTGER2_+	PTGER2	427	822	1100	591
chr14:52794032-52794051_PTGER2_-	PTGER2	849	1008	1282	403
chr1:71512784-71512803_PTGER3_+	PTGER3	2668	812	542	262
chr1:71512885-71512904_PTGER3_-	PTGER3	768	789	453	95
chr1:71513247-71513266_PTGER3_-	PTGER3	815	737	969	1438
chr1:71478110-71478129_PTGER3_-	PTGER3	81	248	344	9
chr5:40681149-40681168_PTGER4_+	PTGER4	3368	2478	2393	3703
chr5:40681931-40681950_PTGER4_-	PTGER4	893	1049	668	742
chr5:40691991-40692010_PTGER4_-	PTGER4	477	586	825	1107
chr5:40692287-40692306_PTGER4_+	PTGER4	1579	1655	1334	1635
chr9:130889766-130889785_PTGES2_-	PTGES2	370	547	214	58
chr9:130887592-130887611_PTGES2_-	PTGES2	1165	1057	2325	805
chr9:130886791-130886810_PTGES2_+	PTGES2	274	310	652	111
chr9:130886104-130886123_PTGES2_+	PTGES2	1602	1015	940	1759
chr17:41131580-41131599_PTGES3L-AARSD1_+	PTGES3L-AARSD1	70	240	120	0
chr12:57066818-57066837_PTGES3_-	PTGES3	4415	2204	860	1661
chr12:57066819-57066838_PTGES3_-	PTGES3	3214	2678	1045	2706
chr9:132515204-132515223_PTGES_-	PTGES	224	271	473	147
chr9:132510917-132510936_PTGES_+	PTGES	594	1049	865	1774
chr9:132510935-132510954_PTGES_+	PTGES	1050	1419	683	779
chr9:132502075-132502094_PTGES_+	PTGES	1724	1118	1432	561
chr1:117484572-117484591_PTGFRN_+	PTGFRN	154	95	135	39
chr1:117487575-117487594_PTGFRN_-	PTGFRN	70	196	449	27
chr1:117491997-117492016_PTGFRN_-	PTGFRN	3296	2092	2041	5380
chr1:117504201-117504220_PTGFRN_+	PTGFRN	236	418	940	612
chr1:78958596-78958615_PTGFR_+	PTGFR	558	756	721	337
chr1:78959067-78959086_PTGFR_-	PTGFR	518	398	75	473
chr1:79002088-79002107_PTGFR_+	PTGFR	2413	1529	1226	2502
chr1:79002241-79002260_PTGFR_+	PTGFR	1112	1126	540	3069
chr19:47126861-47126880_PTGIR_+	PTGIR	258	366	319	676
chr19:47126883-47126902_PTGIR_+	PTGIR	1330	1694	528	1419
chr19:47124524-47124543_PTGIR_+	PTGIR	240	722	345	360
chr19:47124540-47124559_PTGIR_+	PTGIR	1117	966	475	811
chr20:48184569-48184588_PTGIS_+	PTGIS	892	1234	1147	890
chr20:48164502-48164521_PTGIS_-	PTGIS	2666	1225	617	1384
chr20:48156164-48156183_PTGIS_+	PTGIS	448	760	709	827
chr20:48130859-48130878_PTGIS_-	PTGIS	404	690	424	496
chr9:114356521-114356540_PTGR1_+	PTGR1	574	571	361	350
chr9:114355225-114355244_PTGR1_-	PTGR1	1705	1365	1211	4677
chr9:114336997-114337016_PTGR1_+	PTGR1	587	990	880	588
chr9:114332409-114332428_PTGR1_+	PTGR1	404	722	192	178
chr14:74327258-74327277_PTGR2_+	PTGR2	355	776	1093	389
chr14:74340876-74340895_PTGR2_-	PTGR2	419	999	870	800
chr14:74343701-74343720_PTGR2_+	PTGR2	821	800	401	888
chr14:74346784-74346803_PTGR2_-	PTGR2	1572	1022	547	1704
chr9:125141129-125141148_PTGS1_-	PTGS1	675	871	1001	1170
chr9:125143795-125143814_PTGS1_+	PTGS1	365	684	528	988
chr9:125143974-125143993_PTGS1_+	PTGS1	290	1007	1756	1178
chr9:125145815-125145834_PTGS1_-	PTGS1	1278	1453	1121	1423
chr1:186646814-186646833_PTGS2_-	PTGS2	307	746	559	231
chr1:186646815-186646834_PTGS2_-	PTGS2	560	696	767	1996
chr1:186645764-186645783_PTGS2_+	PTGS2	1210	938	714	1193
chr1:186643786-186643805_PTGS2_+	PTGS2	567	859	855	1305
chr3:46939610-46939629_PTH1R_+	PTH1R	662	959	295	1412
chr3:46939882-46939901_PTH1R_+	PTH1R	222	803	533	742
chr3:46940334-46940353_PTH1R_-	PTH1R	1270	1372	981	1276
chr3:46940902-46940921_PTH1R_+	PTH1R	0	25	50	9
chr2:209293004-209293023_PTH2R_+	PTH2R	2307	1509	465	820
chr2:209302298-209302317_PTH2R_+	PTH2R	1682	1428	654	1278
chr2:209302573-209302592_PTH2R_-	PTH2R	869	559	298	1012
chr2:209307153-209307172_PTH2R_-	PTH2R	361	579	804	566
chr19:49926452-49926471_PTH2_+	PTH2	1928	2331	2347	2331
chr19:49926547-49926566_PTH2_+	PTH2	1403	1198	1359	1880
chr19:49926548-49926567_PTH2_+	PTH2	742	1173	533	1251
chr19:49925869-49925888_PTH2_+	PTH2	1618	1604	1689	3799
chr12:28122404-28122423_PTHLH_-	PTHLH	468	661	792	759
chr12:28116303-28116322_PTHLH_+	PTHLH	1098	1274	763	230
chr12:28116489-28116508_PTHLH_-	PTHLH	998	1072	1285	786
chr12:28116576-28116595_PTHLH_-	PTHLH	1463	1763	1350	356
chr11:13514077-13514096_PTH_+	PTH	107	187	193	1375
chr11:13514078-13514097_PTH_+	PTH	318	567	2008	353
chr11:13514122-13514141_PTH_-	PTH	314	763	676	721
chr11:13514141-13514160_PTH_-	PTH	1121	1384	842	530
chr8:27277444-27277463_PTK2B_+	PTK2B	273	304	377	276
chr8:27279845-27279864_PTK2B_+	PTK2B	968	806	705	3890
chr8:27288427-27288446_PTK2B_-	PTK2B	121	220	213	319
chr8:27288914-27288933_PTK2B_+	PTK2B	213	714	965	1562
chr8:141900684-141900703_PTK2_-	PTK2	3577	2289	1527	2490
chr8:141889662-141889681_PTK2_-	PTK2	2965	2597	1945	1997
chr8:141810603-141810622_PTK2_-	PTK2	1041	925	210	39
chr8:141756918-141756937_PTK2_+	PTK2	751	905	575	1214
chr20:62168574-62168593_PTK6_-	PTK6	526	531	993	1360
chr20:62166348-62166367_PTK6_-	PTK6	783	665	905	137
chr20:62165494-62165513_PTK6_+	PTK6	353	945	843	185
chr20:62165012-62165031_PTK6_-	PTK6	311	411	395	128
chr6:43044261-43044280_PTK7_-	PTK7	342	288	287	717
chr6:43096858-43096877_PTK7_+	PTK7	11	12	7	14
chr6:43097961-43097980_PTK7_+	PTK7	2136	2375	1695	2745
chr6:43098322-43098341_PTK7_-	PTK7	612	1036	806	1390
chr12:6875895-6875914_PTMS_+	PTMS	1117	1089	929	926
chr12:6879110-6879129_PTMS_+	PTMS	429	463	368	17
chr12:6879114-6879133_PTMS_+	PTMS	1195	1412	669	1077
chr12:6879363-6879382_PTMS_+	PTMS	1194	888	1076	1125
chr7:136938360-136938379_PTN_-	PTN	3431	2199	1667	1826
chr7:136935961-136935980_PTN_+	PTN	674	633	1378	1182
chr7:136935999-136936018_PTN_+	PTN	1672	1805	901	1312
chr7:136936111-136936130_PTN_-	PTN	2218	1469	620	1481
chr19:50357960-50357979_PTOV1_+	PTOV1	1168	1549	1291	1287
chr19:50358081-50358100_PTOV1_+	PTOV1	1306	2321	1703	1384
chr19:50358241-50358260_PTOV1_-	PTOV1	482	570	502	504
chr19:50360993-50361012_PTOV1_+	PTOV1	1669	1495	764	1711
chr6:64286807-64286826_PTP4A1_-	PTP4A1	406	598	844	885
chr6:64288399-64288418_PTP4A1_+	PTP4A1	729	845	473	1072
chr6:64290029-64290048_PTP4A1_+	PTP4A1	319	534	343	0
chr6:64290048-64290067_PTP4A1_-	PTP4A1	1153	1482	958	2413
chr1:32384573-32384592_PTP4A2_-	PTP4A2	75	108	277	57
chr1:32384631-32384650_PTP4A2_+	PTP4A2	373	322	668	485
chr1:32375687-32375706_PTP4A2_+	PTP4A2	186	485	1096	1129
chr1:32374475-32374494_PTP4A2_-	PTP4A2	95	221	701	87
chr8:142432366-142432385_PTP4A3_-	PTP4A3	1425	1133	1348	1829
chr8:142435173-142435192_PTP4A3_-	PTP4A3	759	572	499	572
chr8:142437069-142437088_PTP4A3_-	PTP4A3	567	682	943	449
chr8:142437909-142437928_PTP4A3_-	PTP4A3	337	645	451	769
chr9:96846844-96846863_PTPDC1_-	PTPDC1	393	610	788	289
chr9:96847641-96847660_PTPDC1_+	PTPDC1	843	1705	1281	2339
chr9:96850173-96850192_PTPDC1_-	PTPDC1	1830	1403	1381	1010
chr9:96850457-96850476_PTPDC1_-	PTPDC1	862	1247	1527	2057
chr15:65847224-65847243_PTPLAD1_+	HACD3	2399	1825	1600	1865
chr15:65849120-65849139_PTPLAD1_+	HACD3	1375	2123	1767	2554
chr15:65851036-65851055_PTPLAD1_+	HACD3	114	207	63	412
chr15:65863974-65863993_PTPLAD1_-	HACD3	878	978	1283	1799
chr9:21026607-21026626_PTPLAD2_-	HACD4	872	1652	1244	1118
chr9:21011637-21011656_PTPLAD2_+	HACD4	357	796	964	155
chr9:21008072-21008091_PTPLAD2_+	HACD4	1316	1500	696	2066
chr9:21007070-21007089_PTPLAD2_-	HACD4	1796	2548	1895	2912
chr10:17659102-17659121_PTPLA_+	HACD1	498	836	1047	958
chr10:17659190-17659209_PTPLA_-	HACD1	450	487	414	285
chr10:17646024-17646043_PTPLA_-	HACD1	1777	1643	603	394
chr10:17641305-17641324_PTPLA_+	HACD1	441	736	557	830
chr3:123303740-123303759_PTPLB_+	HACD2	83	385	447	92
chr3:123301133-123301152_PTPLB_-	HACD2	1485	1113	1077	1188
chr3:123247291-123247310_PTPLB_+	HACD2	3068	2464	1285	2055
chr3:123221486-123221505_PTPLB_+	HACD2	191	204	333	326
chr11:47587328-47587347_PTPMT1_-	PTPMT1	566	1027	864	595
chr11:47587462-47587481_PTPMT1_+	PTPMT1	32	254	1332	85
chr11:47587463-47587482_PTPMT1_+	PTPMT1	333	1025	1107	1051
chr11:47593060-47593079_PTPMT1_-	PTPMT1	804	1500	1487	1321
chr12:112856908-112856927_PTPN11_+	PTPN11	0	0	0	0
chr12:112888288-112888307_PTPN11_-	PTPN11	1075	1109	1280	1317
chr12:112891172-112891191_PTPN11_-	PTPN11	1722	1705	1311	1948
chr12:112924331-112924350_PTPN11_+	PTPN11	743	1441	1190	3213
chr7:77166912-77166931_PTPN12_+	PTPN12	551	859	1151	1348
chr7:77236541-77236560_PTPN12_+	PTPN12	1916	1724	908	834
chr7:77256311-77256330_PTPN12_+	PTPN12	626	1005	1386	1273
chr7:77267949-77267968_PTPN12_-	PTPN12	2242	1736	1066	1612
chr4:87556409-87556428_PTPN13_+	PTPN13	298	990	782	983
chr4:87593543-87593562_PTPN13_-	PTPN13	1497	914	565	781
chr4:87622623-87622642_PTPN13_-	PTPN13	1300	753	1057	558
chr4:87637731-87637750_PTPN13_-	PTPN13	1725	1472	1111	1704
chr1:214638032-214638051_PTPN14_-	PTPN14	3409	1996	912	681
chr1:214625270-214625289_PTPN14_-	PTPN14	828	732	596	1130
chr1:214585032-214585051_PTPN14_+	PTPN14	570	732	910	1302
chr1:214576287-214576306_PTPN14_-	PTPN14	2153	1861	1259	3382
chr2:131113758-131113777_PTPN18_-	PTPN18	794	839	578	631
chr2:131116472-131116491_PTPN18_+	PTPN18	2249	1719	1051	1852
chr2:131117198-131117217_PTPN18_+	PTPN18	800	843	1000	1764
chr2:131126711-131126730_PTPN18_+	PTPN18	1085	1291	1053	535
chr20:49181585-49181604_PTPN1_+	PTPN1	975	1426	1072	782
chr20:49195755-49195774_PTPN1_+	PTPN1	234	294	548	15
chr20:49196245-49196264_PTPN1_+	PTPN1	167	603	405	155
chr20:49197988-49198007_PTPN1_-	PTPN1	161	518	904	767
chr14:89016641-89016660_PTPN21_-	PTPN21	1626	1758	1637	1375
chr14:88983509-88983528_PTPN21_-	PTPN21	461	702	435	1329
chr14:88974284-88974303_PTPN21_-	PTPN21	785	1041	650	785
chr14:88967650-88967669_PTPN21_-	PTPN21	1461	1517	1629	1664
chr1:114401645-114401664_PTPN22_+	PTPN22	721	848	821	1043
chr1:114401161-114401180_PTPN22_-	PTPN22	2150	1490	2106	2202
chr1:114401180-114401199_PTPN22_-	PTPN22	2510	2376	817	2620
chr1:114377605-114377624_PTPN22_-	PTPN22	444	835	432	977
chr3:47422613-47422632_PTPN23_+	PTPN23	70	419	1313	286
chr3:47446528-47446547_PTPN23_+	PTPN23	5	76	198	0
chr3:47447267-47447286_PTPN23_+	PTPN23	204	431	550	78
chr3:47447461-47447480_PTPN23_-	PTPN23	767	1346	1167	485
chr18:12817214-12817233_PTPN2_+	PTPN2	3709	2724	1324	8722
chr18:12817234-12817253_PTPN2_-	PTPN2	1019	1007	874	1343
chr18:12802003-12802022_PTPN2_+	PTPN2	518	838	938	576
chr18:12794462-12794481_PTPN2_-	PTPN2	1471	1185	844	965
chr9:112225688-112225707_PTPN3_+	PTPN3	174	594	986	266
chr9:112219583-112219602_PTPN3_-	PTPN3	2717	1343	1227	1151
chr9:112199170-112199189_PTPN3_-	PTPN3	1291	926	329	505
chr9:112195382-112195401_PTPN3_+	PTPN3	1306	1118	1264	867
chr2:120567495-120567514_PTPN4_+	PTPN4	1584	2047	1244	1748
chr2:120690109-120690128_PTPN4_-	PTPN4	430	1189	1104	1311
chr2:120692376-120692395_PTPN4_+	PTPN4	110	199	618	143
chr2:120709558-120709577_PTPN4_+	PTPN4	812	1112	746	512
chr11:18765614-18765633_PTPN5_-	PTPN5	301	525	382	366
chr11:18764871-18764890_PTPN5_-	PTPN5	1513	1529	2043	1406
chr11:18764545-18764564_PTPN5_+	PTPN5	2290	1362	1385	661
chr11:18763858-18763877_PTPN5_-	PTPN5	1035	1527	930	1206
chr12:7060800-7060819_PTPN6_+	PTPN6	612	1039	350	213
chr12:7061264-7061283_PTPN6_+	PTPN6	475	367	364	992
chr12:7064064-7064083_PTPN6_-	PTPN6	335	947	727	630
chr12:7064310-7064329_PTPN6_+	PTPN6	514	1441	1099	1530
chr1:202128515-202128534_PTPN7_+	PTPN7	0	0	0	0
chr1:202127330-202127349_PTPN7_+	PTPN7	1082	1079	418	412
chr1:202123415-202123434_PTPN7_-	PTPN7	1855	1798	1181	2985
chr1:202122855-202122874_PTPN7_-	PTPN7	1854	1534	1009	674
chr15:75819467-75819486_PTPN9_+	PTPN9	921	1065	618	927
chr15:75815469-75815488_PTPN9_-	PTPN9	2244	2145	807	1605
chr15:75801260-75801279_PTPN9_-	PTPN9	441	377	483	539
chr15:75798183-75798202_PTPN9_+	PTPN9	101	447	295	1125
chr20:2944975-2944994_PTPRA_+	PTPRA	731	428	666	869
chr20:2945825-2945844_PTPRA_-	PTPRA	1882	1016	612	1544
chr20:2967450-2967469_PTPRA_-	PTPRA	201	580	175	1375
chr20:2969090-2969109_PTPRA_+	PTPRA	901	1042	883	121
chr12:71029749-71029768_PTPRB_-	PTPRB	142	354	691	131
chr12:71016401-71016420_PTPRB_-	PTPRB	1728	1548	1744	1757
chr12:71003063-71003082_PTPRB_+	PTPRB	836	1134	856	562
chr12:70990077-70990096_PTPRB_+	PTPRB	747	1087	830	1058
chr11:67203245-67203264_PTPRCAP_-	PTPRCAP	846	736	639	1355
chr11:67203317-67203336_PTPRCAP_-	PTPRCAP	2374	1826	1586	2332
chr11:67203455-67203474_PTPRCAP_+	PTPRCAP	769	633	882	422
chr11:67203534-67203553_PTPRCAP_-	PTPRCAP	2109	1667	1162	3166
chr1:198668813-198668832_PTPRC_-	PTPRC	4363	3547	1264	3604
chr1:198671601-198671620_PTPRC_-	PTPRC	1192	1184	540	900
chr1:198672468-198672487_PTPRC_-	PTPRC	798	859	492	1419
chr1:198687314-198687333_PTPRC_-	PTPRC	2000	1629	1133	3040
chr9:8733777-8733796_PTPRD_+	PTPRD	1683	1665	1421	681
chr9:8636817-8636836_PTPRD_+	PTPRD	478	446	513	438
chr9:8633398-8633417_PTPRD_-	PTPRD	1099	946	849	2358
chr9:8528764-8528783_PTPRD_-	PTPRD	415	395	306	1734
chr10:129839147-129839166_PTPRE_-	PTPRE	714	472	272	129
chr10:129845683-129845702_PTPRE_-	PTPRE	952	1856	2009	1755
chr10:129846062-129846081_PTPRE_+	PTPRE	1492	1230	559	297
chr10:129847896-129847915_PTPRE_-	PTPRE	1178	1262	851	481
chr1:44010766-44010785_PTPRF_-	PTPRF	625	656	846	241
chr1:44019192-44019211_PTPRF_+	PTPRF	1047	1042	447	305
chr1:44019552-44019571_PTPRF_+	PTPRF	1112	694	642	982
chr1:44035276-44035295_PTPRF_-	PTPRF	21	41	623	291
chr3:61734553-61734572_PTPRG_+	PTPRG	449	480	494	1407
chr3:61975403-61975422_PTPRG_+	PTPRG	311	414	180	0
chr3:61989114-61989133_PTPRG_-	PTPRG	1025	1282	1008	2474
chr3:62063896-62063915_PTPRG_+	PTPRG	1381	1211	1345	1041
chr19:55718079-55718098_PTPRH_-	PTPRH	1504	1651	1182	569
chr19:55716773-55716792_PTPRH_-	PTPRH	724	844	600	805
chr19:55716774-55716793_PTPRH_-	PTPRH	1071	1415	467	1117
chr19:55713503-55713522_PTPRH_-	PTPRH	648	827	738	944
chr11:48134417-48134436_PTPRJ_+	PTPRJ	502	563	564	1641
chr11:48142710-48142729_PTPRJ_-	PTPRJ	516	1049	1078	806
chr11:48145322-48145341_PTPRJ_+	PTPRJ	583	817	817	1326
chr11:48146565-48146584_PTPRJ_-	PTPRJ	930	766	776	287
chr6:128841488-128841507_PTPRK_-	PTPRK	1715	1806	1058	1108
chr6:128718694-128718713_PTPRK_+	PTPRK	936	1055	769	282
chr6:128563722-128563741_PTPRK_-	PTPRK	329	664	466	1306
chr6:128561198-128561217_PTPRK_+	PTPRK	2151	2035	1598	4032
chr18:7888221-7888240_PTPRM_+	PTPRM	2299	1192	1255	3985
chr18:7926644-7926663_PTPRM_-	PTPRM	1301	1270	1131	2087
chr18:7955155-7955174_PTPRM_+	PTPRM	347	477	582	1008
chr18:8069925-8069944_PTPRM_+	PTPRM	221	290	588	683
chr7:158282436-158282455_PTPRN2_+	PTPRN2	956	1613	1079	1390
chr7:158109523-158109542_PTPRN2_+	PTPRN2	20	235	249	134
chr7:157985007-157985026_PTPRN2_+	PTPRN2	761	1405	1424	745
chr7:157959659-157959678_PTPRN2_+	PTPRN2	603	585	482	235
chr2:220172184-220172203_PTPRN_+	PTPRN	123	382	891	693
chr2:220168445-220168464_PTPRN_+	PTPRN	2072	2630	1766	2115
chr2:220167282-220167301_PTPRN_+	PTPRN	1510	1615	1274	530
chr2:220167154-220167173_PTPRN_+	PTPRN	1441	1330	555	2423
chr12:15650286-15650305_PTPRO_+	PTPRO	227	450	974	412
chr12:15652481-15652500_PTPRO_-	PTPRO	779	990	472	435
chr12:15654719-15654738_PTPRO_-	PTPRO	1380	1426	827	1754
chr12:15661580-15661599_PTPRO_-	PTPRO	0	0	223	99
chr12:71314127-71314146_PTPRR_+	PTPRR	1807	1525	855	739
chr12:71286563-71286582_PTPRR_+	PTPRR	3808	2022	984	793
chr12:71158502-71158521_PTPRR_+	PTPRR	282	332	1033	741
chr12:71155314-71155333_PTPRR_+	PTPRR	1612	1096	1543	387
chr19:5286079-5286098_PTPRS_+	PTPRS	1618	1689	815	2511
chr19:5274307-5274326_PTPRS_-	PTPRS	353	440	578	407
chr19:5273438-5273457_PTPRS_+	PTPRS	542	615	1024	1692
chr19:5265192-5265211_PTPRS_-	PTPRS	1509	1874	1431	858
chr20:41514430-41514449_PTPRT_+	PTPRT	1035	1536	2027	900
chr20:41420051-41420070_PTPRT_+	PTPRT	1197	2559	935	680
chr20:41408842-41408861_PTPRT_+	PTPRT	190	383	750	1497
chr20:41385144-41385163_PTPRT_+	PTPRT	912	1538	926	1565
chr1:29563170-29563189_PTPRU_-	PTPRU	1070	1169	333	820
chr1:29581867-29581886_PTPRU_+	PTPRU	1420	1689	916	341
chr1:29585161-29585180_PTPRU_-	PTPRU	292	444	714	150
chr1:29585851-29585870_PTPRU_-	PTPRU	309	271	190	836
chr7:121513607-121513626_PTPRZ1_-	PTPRZ1	447	599	608	461
chr7:121612612-121612631_PTPRZ1_+	PTPRZ1	1082	1383	1342	4878
chr7:121653698-121653717_PTPRZ1_+	PTPRZ1	1549	1448	701	703
chr7:121659256-121659275_PTPRZ1_-	PTPRZ1	497	928	793	126
chr17:40574890-40574909_PTRF_-	CAVIN1	775	965	431	2362
chr17:40575010-40575029_PTRF_-	CAVIN1	176	578	902	188
chr17:40556829-40556848_PTRF_-	CAVIN1	289	397	329	654
chr17:40557207-40557226_PTRF_-	CAVIN1	391	594	696	194
chr9:130477266-130477285_PTRH1_-	PTRH1	1273	1106	555	2530
chr9:130477277-130477296_PTRH1_+	PTRH1	225	611	511	1018
chr9:130476958-130476977_PTRH1_-	PTRH1	384	553	355	143
chr9:130476418-130476437_PTRH1_+	PTRH1	665	1289	751	855
chr17:57774863-57774882_PTRH2_-	PTRH2	723	1007	563	1251
chr17:57774977-57774996_PTRH2_+	PTRH2	552	905	1035	470
chr17:57775066-57775085_PTRH2_+	PTRH2	457	649	726	987
chr17:57775222-57775241_PTRH2_+	PTRH2	96	185	526	456
chr2:25013309-25013328_PTRHD1_+	PTRHD1	1026	1620	1769	1185
chr2:25013334-25013353_PTRHD1_+	PTRHD1	73	332	525	0
chr2:25013382-25013401_PTRHD1_-	PTRHD1	1912	1072	444	223
chr2:25013415-25013434_PTRHD1_+	PTRHD1	962	1314	1268	869
chr11:112097164-112097183_PTS_+	PTS	1089	1490	1621	1158
chr11:112097214-112097233_PTS_-	PTS	719	832	740	241
chr11:112099360-112099379_PTS_+	PTS	441	718	813	229
chr11:112100932-112100951_PTS_+	PTS	1488	1036	838	908
